OnlineCustomerSurrogateKey,OnlineCustomerID,CustomerID,Title,FirstName,LastName,EmailPromotion,AddressLine1,City,PersonModifiedDate,AddressModifiedDate
38,957,29784,Ms.,Jeanie,Glenn,2,,,2006-08-01 00:00:00,
39,959,29785,Ms.,Diane,Glimp,0,,,2005-11-01 00:00:00,
40,991,29800,Mr.,Brian,Groth,1,,,2006-08-01 00:00:00,
41,1001,29805,Ms.,Erin,Hagens,0,,,2006-07-01 00:00:00,
42,1111,29855,Mr.,Curtis,Howard,0,,,2005-08-01 00:00:00,
43,1117,29858,Mr.,George,Huckaby,0,,,2006-01-01 00:00:00,
44,1159,29878,Mr.,George,Jiang,0,,,2007-09-01 00:00:00,
45,1161,29879,Mr.,Stephen,Jiang,0,,,2006-07-01 00:00:00,
46,1203,29897,Ms.,Kay,Krane,0,,,2005-09-01 00:00:00,
47,1217,29903,Mr.,Kevin,Kennedy,1,,,2006-09-01 00:00:00,
48,1219,29904,Ms.,Mary,Kesslep,0,,,2006-08-01 00:00:00,
49,1233,29909,Mr.,Jim,Kim,0,,,2006-07-01 00:00:00,
50,1275,29928,Mr.,Vamsi,Kuppa,0,,,2007-08-01 00:00:00,
51,1301,29941,Ms.,Jolie,Lenehan,0,,,2007-07-01 00:00:00,
52,1317,29948,Ms.,Elsie,Lewin,0,,,2007-09-01 00:00:00,
53,1327,29953,Mr.,Joseph,Lique,0,,,2006-08-01 00:00:00,
54,1353,29965,Mr.,Jose,Lugo,1,,,2007-09-01 00:00:00,
55,1367,29971,Mr.,Robert,Lyon,1,,,2006-09-01 00:00:00,
56,1443,30007,Ms.,Raquel,Mello,1,,,2006-09-01 00:00:00,
57,1704,20562,Mr.,Jim,Rodman,0,2377 Joyce Dr,Esher-Molesey,2006-02-14 00:00:00,2006-02-14 00:00:00
58,1712,21945,Ms.,Pearlie,Rusek,2,5154 Brannan Pl.,Seaford,2006-09-03 00:00:00,2006-09-03 00:00:00
59,1726,13512,Mr.,Ken,Sánchez,0,2, rue Malar,Les Ulis,2008-02-07 00:00:00,2008-01-22 10:09:29.423000000
60,1728,14016,Ms.,Mary,Sandidge,0,9390 Janin Pl.,Milsons Point,2008-01-24 00:00:00,2008-01-24 00:00:00
61,1735,15622,Ms.,Yvonne,Schleger,0,Charlottenstr 3918,Essen,2006-07-17 00:00:00,2006-07-17 00:00:00
62,1744,17166,Mr.,Joshua,Several,0,3880 95th St.,Beaverton,2008-04-28 00:00:00,2008-04-28 00:00:00
63,1746,24257,Mr.,Alan,Shen,1,9826 Olive Ave.,Sydney,2007-04-28 00:00:00,2007-04-28 00:00:00
64,1760,27040,Mr.,Paul,Singh,1,371 Westwood Court,Burbank,2007-08-06 00:00:00,2007-08-06 00:00:00
65,1763,27928,Ms.,Dianne,Slattengren,2,1574 Hudson Ave.,Maidenhead,2008-02-28 00:00:00,2008-02-28 00:00:00
66,1771,28875,Ms.,Denise,Smith,0,44, rue Saint-Lazare,Roncq,2008-06-14 00:00:00,2008-01-22 10:09:29.423000000
67,1801,30030,Mr.,Stefano,Stefani,1,,,2006-08-01 00:00:00,
68,1803,30031,Mr.,Alan,Steiner,0,,,2007-09-01 00:00:00,
69,1811,30035,Ms.,Alice,Steiner,2,,,2007-08-01 00:00:00,
70,1827,30042,Ms.,Ruby Sue,Styles,0,,,2005-08-01 00:00:00,
71,1837,30047,Mr.,Michael,Sullivan,2,,,2006-11-01 00:00:00,
72,1851,30053,Ms.,Katherine,Swan,2,,,2007-09-01 00:00:00,
73,1855,30054,Ms.,Shelly,Szymanski,1,,,2007-08-01 00:00:00,
74,1871,30062,Mr.,Sameer,Tejani,1,,,2007-08-01 00:00:00,
75,1879,30066,Mr.,Ram,Thirunavukkarasu,0,,,2007-09-01 00:00:00,
76,1893,30073,Ms.,Rossane,Thoreson,2,,,2007-08-01 00:00:00,
77,1895,30074,Ms.,Yuping,Tian,2,,,2005-08-01 00:00:00,
78,1927,30087,Mr.,Billy,Trent,0,,,2007-09-01 00:00:00,
79,1937,30092,Ms.,Gracia,Tuell,0,,,2007-09-01 00:00:00,
80,1971,30108,Ms.,Kara,Vanderlinden,0,,,2006-08-01 00:00:00,
81,2388,20933,,Laura,Li,0,9965 V. Street,Oxford,2007-02-21 00:00:00,2007-02-21 00:00:00
82,2389,19998,,Laura,Liu,0,5840 Delta Fair Blvd.,Colma,2007-10-06 00:00:00,2007-10-06 00:00:00
83,2404,21552,,Francis,Alvarez,0,5287 Race Road,Brisbane,2006-08-13 00:00:00,2006-08-13 00:00:00
84,2420,14102,,Lisa,Huang,2,9762 Alvecedo,North Ryde,2007-02-17 00:00:00,2007-02-17 00:00:00
85,2429,15059,,Lisa,Zhu,0,3359 Northwood Dr,Woolston,2006-02-09 00:00:00,2006-02-09 00:00:00
86,2437,19480,,Lisa,Zeng,0,Midi-Couleurs,Courbevoie,2007-05-12 00:00:00,2008-01-22 10:09:29.423000000
87,2445,27595,,Jamie,Wu,0,5435 Jacobsen Street,Malabar,2008-06-20 00:00:00,2008-06-20 00:00:00
88,2465,21429,,Isabella,Sandberg,2,2000 Thornwood Dr.,Portland,2008-06-20 00:00:00,2008-06-20 00:00:00
89,315,29496,Mr.,Robert,Ahlering,0,,,2007-09-01 00:00:00,
90,331,29503,Mr.,Gregory,Alderson,0,,,2006-08-01 00:00:00,
91,333,29504,Mr.,J. Phillip,Alexander,1,,,2005-09-01 00:00:00,
92,359,29517,Ms.,Ramona,Antrim,0,,,2007-08-01 00:00:00,
93,441,29550,Mr.,Stanley,Alan,0,,,2007-09-01 00:00:00,
94,473,29560,Mr.,Matthias,Berndt,1,,,2006-08-01 00:00:00,
95,481,29564,Ms.,Mary,Billstrom,1,,,2007-08-01 00:00:00,
96,489,29567,Ms.,Jackie,Blackwell,1,,,2007-08-01 00:00:00,
97,507,29575,Ms.,Stephanie,Bourne,0,,,2007-08-01 00:00:00,
98,515,29579,Mr.,Cornelius,Brandon,0,,,2006-09-01 00:00:00,
99,541,29591,Mr.,Robert,Brown,0,,,2007-07-01 00:00:00,
100,551,29596,Mr.,Eric,Brumfield,0,,,2005-07-01 00:00:00,
101,591,29614,Mr.,Ryan,Calafato,1,,,2005-07-01 00:00:00,
102,601,29618,Sr.,Gustavo,Camargo,0,,,2006-08-01 00:00:00,
103,631,29632,Ms.,Jovita,Carmody,0,,,2005-09-01 00:00:00,
104,715,29669,Ms.,Jeanette,Cole,2,,,2005-12-01 00:00:00,
105,743,29683,Ms.,Eva,Corets,1,,,2006-07-01 00:00:00,
106,777,29697,Mr.,Jose,De Oliveira,2,,,2006-06-01 00:00:00,
107,799,29708,Mr.,Prashanth,Desai,2,,,2005-09-01 00:00:00,
108,815,29716,Mr.,Blaine,Dockter,1,,,2005-08-01 00:00:00,
109,817,29717,Ms.,Cindy,Dodd,2,,,2005-08-01 00:00:00,
110,833,29725,Ms.,Tish,Duff,2,,,2007-08-01 00:00:00,
111,835,29726,Sr.,Adrian,Dumitrascu,0,,,2006-12-01 00:00:00,
112,849,29733,Ms.,Shannon,Elliott,0,,,2005-09-01 00:00:00,
113,899,29757,Mr.,Garth,Fort,0,,,2005-08-01 00:00:00,
114,901,29758,Ms.,Dorothy,Fox,2,,,2006-09-01 00:00:00,
115,925,29769,Mr.,Jon,Ganio,1,,,2005-09-01 00:00:00,
116,927,29770,Ms.,Kathleen,Garza,2,,,2006-09-01 00:00:00,
117,999,29804,Mr.,Matthew,Hagemann,0,,,2007-09-01 00:00:00,
118,1009,29807,Mr.,Bryan,Hamilton,0,,,2005-08-01 00:00:00,
119,1017,29811,Mr.,Mark,Hanson,0,,,2005-07-01 00:00:00,
120,1019,29812,Mr.,William,Hapke,2,,,2007-09-01 00:00:00,
121,1027,29816,Mr.,Keith,Harris,2,,,2006-08-01 00:00:00,
122,1061,29832,Mr.,Jésus,Hernandez,0,,,2006-09-01 00:00:00,
123,1085,29844,Ms.,Nancy,Hirota,0,,,2005-07-01 00:00:00,
124,1109,29854,Mr.,Peter,Houston,2,,,2007-09-01 00:00:00,
125,1125,29861,Ms.,Phyllis,Huntsman,2,,,2005-08-01 00:00:00,
126,1133,29865,Mr.,Lucio,Iallo,2,,,2005-08-01 00:00:00,
127,1141,29869,Mr.,Raman,Iyer,0,,,2006-08-01 00:00:00,
128,1175,29886,Mr.,Willis,Johnson,1,,,2005-10-01 00:00:00,
129,1177,29887,Ms.,Tamara,Johnston,0,,,2007-09-01 00:00:00,
130,1183,29889,Ms.,Jean,Jordan,1,,,2005-07-01 00:00:00,
131,1211,29900,Mr.,Victor,Kelley,2,,,2006-12-01 00:00:00,
132,1241,29913,Mr.,Anton,Kirilov,1,,,2006-08-01 00:00:00,
133,1253,29919,Mr.,Eugene,Kogan,0,,,2006-08-01 00:00:00,
134,1269,29925,Ms.,Margaret,Krupka,0,,,2005-08-01 00:00:00,
135,1311,29946,Ms.,Linda,Leste,1,,,2005-08-01 00:00:00,
136,1325,29952,Ms.,Yuhong,Li,0,,,2006-08-01 00:00:00,
137,1333,29956,,Jinghao,Liu,2,,,2006-09-01 00:00:00,
138,1343,29961,Mr.,John,Long,0,,,2005-08-01 00:00:00,
139,1387,29981,Ms.,Kathy,Marcovecchio,0,,,2006-07-01 00:00:00,
140,1435,30003,Ms.,Yvonne,McKay,0,,,2005-09-01 00:00:00,
141,1437,30004,Ms.,Nkenge,McLin,1,,,2005-08-01 00:00:00,
142,1469,30018,Ms.,Virginia,Miller,1,,,2006-07-01 00:00:00,
143,1475,30021,Mr.,Ben,Miller,1,,,2007-08-01 00:00:00,
144,1701,11952,Ms.,Dorothy,Robinson,2,4693 Mills Dr.,Geelong,2006-04-07 00:00:00,2006-04-07 00:00:00
145,1754,25761,Mr.,Shish,Shridhar,0,886 Panoramic Drive,Gateshead,2007-10-04 00:00:00,2007-10-04 00:00:00
146,1761,27505,Ms.,Bonnie,Skelly,0,6091 MountainAire Parkway,Burlingame,2008-02-29 00:00:00,2008-02-29 00:00:00
147,1762,27858,Mr.,Anders,Skjønaa,2,Alderstr 8139,Bonn,2008-01-21 00:00:00,2008-01-21 00:00:00
148,1768,28560,Ms.,Peggy,Smith,0,28, rue Henri Gagnon,Croix,2006-09-04 00:00:00,2008-01-22 10:09:29.423000000
149,1821,30039,Mr.,Robert,Stotka,0,,,2006-07-01 00:00:00,
150,1861,30057,Mr.,Damon,Taylor,0,,,2006-07-01 00:00:00,
151,1887,30070,Ms.,Kendra,Thompson,0,,,2007-07-01 00:00:00,
152,1905,30079,Mr.,John,Tippett,1,,,2007-12-01 00:00:00,
153,1947,30096,Ms.,Mary,Vaca,0,,,2005-10-01 00:00:00,
154,1961,30103,Ms.,Mandy,Vance,2,,,2006-08-01 00:00:00,
155,1977,30110,Mr.,Gary,Vargas,2,,,2006-09-01 00:00:00,
156,1987,30115,Ms.,Dora,Verdad,2,,,2006-08-01 00:00:00,
157,2380,17851,,Warren,Tang,2,Marienplatz 50,Hof,2008-07-29 00:00:00,2008-07-29 00:00:00
158,2381,25660,,Warren,Pal,1,8, rue de l´Avenir,Drancy,2008-05-21 00:00:00,2008-01-22 10:09:29.423000000
159,2397,27730,,Isabella,Cox,0,4304 Dos Rios Drive,Ballard,2007-11-07 00:00:00,2007-11-07 00:00:00
160,2398,16287,,Laura,Xu,0,8138 Golf Club Road,London,2006-08-18 00:00:00,2006-08-18 00:00:00
161,2403,24503,,Laura,Ma,2,6432 Maywood Ln.,Goulburn,2007-06-20 00:00:00,2007-06-20 00:00:00
162,2423,13809,,Lisa,Zhou,1,9739 Benedict Court,Milton Keynes,2007-10-20 00:00:00,2007-10-20 00:00:00
163,2428,24215,,Lisa,Xu,0,Höhenstr 7477,München,2008-06-17 00:00:00,2008-06-17 00:00:00
164,2430,19753,,Lisa,Gao,1,3326 Icicle Ct.,North Sydney,2008-04-12 00:00:00,2008-04-12 00:00:00
165,2446,21738,,Francis,Alonso,1,2062 Woodruff Lane,Peterborough,2008-06-06 00:00:00,2008-06-06 00:00:00
166,2448,17327,,Jamie,Zhou,0,2192 Pacifica Ave,Cloverdale,2008-01-14 00:00:00,2008-01-14 00:00:00
167,2455,13140,,Jamie,Zhu,0,4556 Rolling Green Circle,Findon,2008-01-24 00:00:00,2008-01-24 00:00:00
168,2486,26135,,Erica,Sun,1,7141 Second Ave.,Malabar,2006-09-20 00:00:00,2006-09-20 00:00:00
169,2488,19087,,Erica,Gao,2,1433 Manila Avenue,Cloverdale,2007-08-04 00:00:00,2007-08-04 00:00:00
170,2522,25239,,Isabella,Barnes,0,4055 Leonard Ct.,Warrnambool,2008-03-30 00:00:00,2008-03-30 00:00:00
171,2529,15268,,Shannon,Wu,0,1619 Stillman Court,North Sydney,2007-05-03 00:00:00,2007-05-03 00:00:00
172,2572,26417,,Dustin,Rai,2,1084 Meadow Glen Way,Oxford,2007-12-05 00:00:00,2007-12-05 00:00:00
173,2578,18458,,Gregory,She,0,5324 Horseshoe Circle,Melbourne,2005-12-21 00:00:00,2005-12-21 00:00:00
174,319,29498,Ms.,Kim,Akers,2,,,2005-09-01 00:00:00,
175,327,29501,Mr.,Milton,Albury,0,,,2007-09-01 00:00:00,
176,337,29506,Mr.,Sean,Jacobson,2,,,2007-08-01 00:00:00,
177,343,29509,Mr.,Michael,Allen,2,,,2005-08-01 00:00:00,
178,361,29518,Ms.,Sabria,Appelbaum,0,,,2005-09-01 00:00:00,
179,497,29571,Ms.,Gabriel,Bockenkamp,0,,,2005-08-01 00:00:00,
180,519,29581,Ms.,Sara,Breer,0,,,2005-09-01 00:00:00,
181,555,29598,Mr.,Michael,Brundage,0,,,2006-08-01 00:00:00,
182,589,29613,Mr.,David,Byrnes,1,,,2006-07-01 00:00:00,
183,595,29615,Ms.,Mari,Caldwell,2,,,2007-08-01 00:00:00,
184,713,29668,Ms.,Connie,Coffman,0,,,2005-11-01 00:00:00,
185,753,29686,Mr.,Jack,Creasey,2,,,2005-09-01 00:00:00,
186,779,29698,Mr.,Jacob,Dean,1,,,2005-08-01 00:00:00,
187,853,29735,Mr.,Michael,Emanuel,0,,,2007-09-01 00:00:00,
188,889,29752,Mr.,James,Fine,0,,,2007-11-01 00:00:00,
189,903,29759,Ms.,Judith,Frazier,0,,,2005-07-01 00:00:00,
190,905,29760,Mr.,John,Fredericksen,0,,,2007-09-01 00:00:00,
191,913,29764,Mr.,John,Ford,2,,,2005-08-01 00:00:00,
192,915,29765,Mr.,Paul,Fulton,2,,,2006-08-01 00:00:00,
193,923,29768,Mr.,Michael,Galos,0,,,2006-01-01 00:00:00,
194,971,29790,Ms.,Lynn,Gonzales,0,,,2007-08-01 00:00:00,
195,979,29794,Mr.,Derek,Graham,0,,,2005-08-01 00:00:00,
196,995,29802,Mr.,Greg,Harrison,0,,,2007-10-01 00:00:00,
197,997,29803,Ms.,Hattie,Haemon,0,,,2005-09-01 00:00:00,
198,1039,29822,Mr.,James,Haugh,1,,,2006-09-01 00:00:00,
199,1045,29825,,James,Hendergart,0,,,2005-07-01 00:00:00,
200,1071,29837,Ms.,Onetha,Higgs,1,,,2007-07-01 00:00:00,
201,1089,29846,Mr.,Douglas,Hite,0,,,2005-08-01 00:00:00,
202,1107,29853,Ms.,Juanita,Holman,2,,,2005-08-01 00:00:00,
203,1121,29860,Ms.,Arlene,Huff,1,,,2007-08-01 00:00:00,
204,1137,29867,Mr.,Erik,Ismert,2,,,2006-07-01 00:00:00,
205,1139,29868,Ms.,Denean,Ison,1,,,2007-08-01 00:00:00,
206,1165,29881,Ms.,Danielle,Johnson,1,,,2007-09-01 00:00:00,
207,1197,29894,Mr.,John,Kane,1,,,2007-07-01 00:00:00,
208,1213,29901,Mr.,John,Kelly,1,,,2005-08-01 00:00:00,
209,1229,29907,Ms.,Karan,Khanna,0,,,2007-08-01 00:00:00,
210,1239,29912,Mr.,Russell,King,0,,,2005-07-01 00:00:00,
211,1255,29920,Mr.,Scott,Konersmann,2,,,2006-07-01 00:00:00,
212,1271,29926,Mr.,Deepak,Kumar,0,,,2007-08-01 00:00:00,
213,1273,29927,Mr.,Jeffrey,Kung,0,,,2006-09-01 00:00:00,
214,1281,29931,Mr.,Eric,Lang,0,,,2007-09-01 00:00:00,
215,1287,29934,Mr.,David,Lawrence,0,,,2006-12-01 00:00:00,
216,1305,29943,,A.,Leonetti,2,,,2007-09-01 00:00:00,
217,1315,29947,Ms.,Judy,Lew,1,,,2006-08-01 00:00:00,
218,1349,29963,Mr.,Spencer,Low,0,,,2005-08-01 00:00:00,
219,1397,29985,Ms.,Linda,Martin,0,,,2006-08-01 00:00:00,
220,1405,29988,Mr.,Steve,Masters,0,,,2005-08-01 00:00:00,
221,1413,29992,Ms.,Sandra,Maynard,1,,,2005-07-01 00:00:00,
222,1433,30002,Mr.,Alejandro,McGuel,0,,,2007-08-01 00:00:00,
223,1471,30019,Mr.,Matthew,Miller,0,,,2006-09-01 00:00:00,
224,1473,30020,Mr.,Emilo,Miller,0,,,2007-09-01 00:00:00,
225,1699,11377,Mr.,David,Robinett,1,Pappelallee 6667,Solingen,2007-09-01 00:00:00,2007-09-01 00:00:00
226,1723,12903,Mr.,John,Sandstone,0,2286 Sunset Way,Cliffside,2008-01-09 00:00:00,2008-01-09 00:00:00
227,1732,14847,Mr.,Vadim,Sazanovich,0,8531 Bayter Court,W. York,2006-01-21 00:00:00,2006-01-21 00:00:00
228,1748,24541,Ms.,Janet,Sheperdigian,0,9145 Paso Del Rio Way,Warrington,2008-06-20 00:00:00,2008-06-20 00:00:00
229,1750,24598,Ms.,Irma,Sherwood,0,7323 Alan Drive,Hobart,2007-06-07 00:00:00,2007-06-07 00:00:00
230,1764,27934,Ms.,Lanna,Slaven,0,70, rue de Cambrai,Les Ulis,2008-06-15 00:00:00,2008-01-22 10:09:29.423000000
231,1765,27948,Ms.,Cathy,Sloan,1,Marketplatz 75,München,2007-12-01 00:00:00,2007-12-01 00:00:00
232,1773,29407,Ms.,Samantha,Smith,0,9021 Onley Dr,Cheltenham,2007-12-29 00:00:00,2007-12-29 00:00:00
233,1774,17641,Ms.,Lorrin,Smith-Bates,1,11, quai de l´ Iton,Pantin,2006-11-27 00:00:00,2008-01-22 10:09:29.423000000
234,1805,30032,Mr.,Derik,Stenerson,2,,,2007-02-01 00:00:00,
235,1809,30034,Ms.,Wathalee,Steuber,2,,,2007-09-01 00:00:00,
236,1831,30044,Mr.,Gary,Suess,0,,,2006-08-01 00:00:00,
237,1839,30048,Ms.,Marcia,Sultan,0,,,2006-07-01 00:00:00,
238,1859,30056,Mr.,Clarence,Tatman,0,,,2005-08-01 00:00:00,
239,1873,30063,Ms.,Vanessa,Tench,2,,,2007-08-01 00:00:00,
240,1875,30064,Ms.,Judy,Thames,0,,,2006-06-01 00:00:00,
241,1889,30071,Mr.,Daniel,Thompson,0,,,2007-09-01 00:00:00,
242,1899,30076,Ms.,Diane,Tibbott,0,,,2005-08-01 00:00:00,
243,1909,30080,Ms.,Delia,Toone,1,,,2007-09-01 00:00:00,
244,1915,30083,Mr.,Glenn,Track,0,,,2006-09-01 00:00:00,
245,1917,30084,Mr.,Abe,Tramel,0,,,2005-07-01 00:00:00,
246,1967,30106,Mr.,Michael,Vanderhyde,0,,,2005-09-01 00:00:00,
247,1975,30109,Mr.,Nieves,Vargas,0,,,2006-07-01 00:00:00,
248,2385,25311,,Laura,Zhang,1,5, rue des Bouchers,Orleans,2008-03-18 00:00:00,2008-01-22 10:09:29.423000000
249,2400,29439,,Laura,Zhu,2,9621 Alamo Court,High Wycombe,2008-01-06 00:00:00,2008-01-06 00:00:00
250,2401,22029,,Laura,Gao,0,82 Mt. Dell Dr.,Silverwater,2008-06-15 00:00:00,2008-06-15 00:00:00
251,2402,14830,,Isabella,Ward,2,Zimmerstr 466,Saarlouis,2006-04-27 00:00:00,2006-04-27 00:00:00
252,2408,25441,,Isabella,Torres,0,1955 Montgomery Ave,National City,2007-10-20 00:00:00,2007-10-20 00:00:00
253,2419,24640,,Lisa,Yang,0,7549 Longview Rd.,Beverly Hills,2007-12-20 00:00:00,2007-12-20 00:00:00
254,2433,17314,,Lisa,Guo,0,7464 Mozden Lane,Wollongong,2008-05-16 00:00:00,2008-05-16 00:00:00
255,2435,21118,,Lisa,Hu,0,7489 Relief Valley Ct,Kirkby,2008-01-17 00:00:00,2008-01-17 00:00:00
256,2483,27009,,Erica,Lu,0,9577 Santa Fe,London,2008-04-06 00:00:00,2008-04-06 00:00:00
257,2491,23643,,Erica,Zheng,0,7403 N. Broadway,North Ryde,2007-11-05 00:00:00,2007-11-05 00:00:00
258,2499,22002,,Kristen,Chen,0,1354 Helene Court,Malabar,2008-03-01 00:00:00,2008-03-01 00:00:00
259,2502,17043,,Isabella,Bennett,0,6445 Cashew Street,Marysville,2007-11-03 00:00:00,2007-11-03 00:00:00
260,349,29512,Ms.,Sandra,Altamirano,0,,,2007-09-01 00:00:00,
261,357,29516,Ms.,Mae,Anderson,0,,,2007-08-01 00:00:00,
262,375,29525,Ms.,Teresa,Atkinson,0,,,2005-09-01 00:00:00,
263,397,29535,Mr.,Wayne,Banack,2,,,2006-09-01 00:00:00,
264,439,29549,Mr.,Shane,Belli,1,,,2005-07-01 00:00:00,
265,451,29554,Mr.,Payton,Benson,0,,,2005-11-01 00:00:00,
266,483,29565,Mr.,Jimmy,Bischoff,1,,,2005-07-01 00:00:00,
267,491,29568,Mr.,Donald,Blanton,0,,,2006-09-01 00:00:00,
268,509,29576,Mr.,Eli,Bowen,1,,,2006-09-01 00:00:00,
269,523,29583,Mr.,Alan,Brewer,1,,,2005-11-01 00:00:00,
270,525,29584,Mr.,Walter,Brian,1,,,2006-09-01 00:00:00,
271,625,29629,Mr.,Carlton,Carlisle,0,,,2007-09-01 00:00:00,
272,635,29634,Mr.,Fernando,Caro,1,,,2007-07-01 00:00:00,
273,657,29644,Ms.,Brigid,Cavendish,1,,,2006-09-01 00:00:00,
274,665,29648,Mr.,Sean,Chai,0,,,2007-07-01 00:00:00,
275,667,29649,Mr.,Pat,Chambers,0,,,2005-09-01 00:00:00,
276,693,29659,Ms.,Ruth,Choin,0,,,2005-09-01 00:00:00,
277,733,29678,Ms.,Stephanie,Conroy,0,,,2006-09-01 00:00:00,
278,759,29688,Mr.,Grant,Culbertson,0,,,2005-08-01 00:00:00,
279,773,29695,Ms.,Megan,Davis,0,,,2007-09-01 00:00:00,
280,793,29705,Ms.,Della,Demott Jr,0,,,2005-08-01 00:00:00,
281,843,29730,Ms.,Linda,Ecoffey,2,,,2006-12-01 00:00:00,
282,875,29745,Mr.,Marc,Faeber,0,,,2007-07-01 00:00:00,
283,893,29754,Mr.,Jay,Fluegel,0,,,2008-06-01 00:00:00,
284,933,29773,Mr.,Orlando,Gee,0,,,2005-08-01 00:00:00,
285,943,29778,Mr.,Leo,Giakoumakis,1,,,2006-07-01 00:00:00,
286,951,29782,Ms.,Janet,Gilliat,0,,,2006-07-01 00:00:00,
287,969,29789,Mr.,Brian,Goldstein,0,,,2005-08-01 00:00:00,
288,985,29797,Ms.,Jane,Greer,1,,,2006-08-01 00:00:00,
289,1075,29839,Ms.,Geneva,Hill,2,,,2007-09-01 00:00:00,
290,1083,29843,Mr.,Matthew,Hink,2,,,2007-09-01 00:00:00,
291,1099,29850,Mr.,Bob,Hodges,1,,,2007-07-01 00:00:00,
292,1135,29866,Mr.,Richard,Irwin,0,,,2005-08-01 00:00:00,
293,1143,29870,Mr.,Bronson,Jacobs,2,,,2008-06-01 00:00:00,
294,1151,29874,Mr.,David,Jaffe,0,,,2007-07-01 00:00:00,
295,1201,29896,Ms.,Judith,Krane,2,,,2006-08-01 00:00:00,
296,1245,29915,Mr.,Andrew,Kobylinski,0,,,2005-12-01 00:00:00,
297,1251,29918,Mr.,Kirk,King,2,,,2007-08-01 00:00:00,
298,1277,29929,Mr.,Jeffrey,Kurtz,2,,,2006-09-01 00:00:00,
299,1285,29933,Ms.,Cecilia,Laursen,0,,,2007-09-01 00:00:00,
300,1293,29937,Ms.,Marjorie,Lee,0,,,2006-07-01 00:00:00,
301,1295,29938,Mr.,Frank,Campbell,1,,,2005-09-01 00:00:00,
302,1303,29942,Mr.,Roger,Lengel,2,,,2007-08-01 00:00:00,
303,1309,29945,Ms.,Gloria,Lesko,0,,,2005-08-01 00:00:00,
304,1319,29949,Mr.,George,Li,0,,,2006-08-01 00:00:00,
305,1351,29964,Ms.,Anita,Lucerne,1,,,2007-09-01 00:00:00,
306,1361,29968,Ms.,Helen,Lutes,2,,,2005-08-01 00:00:00,
307,1369,29972,Ms.,Jenny,Lysaker,0,,,2007-09-01 00:00:00,
